epoch,epoch_minutes,loss,sparse_categorical_accuracy,train_hours,val_dice,val_loss,val_precision,val_recall,val_sparse_categorical_accuracy
0,6.2199,1.267047643661499,0.40581077337265015,0.1037,0.3217,1.0235,0.34,0.3439,0.6231
1,2.706,1.1431922912597656,0.4893649220466614,0.1489,0.3286,1.0784,0.3403,0.3543,0.6044
2,2.5632,1.0827237367630005,0.51088947057724,0.1917,0.3244,0.9013,0.3505,0.3668,0.5884
3,2.5673,1.0580459833145142,0.5181115865707397,0.2346,0.3496,1.1021,0.3609,0.3792,0.6677
4,2.5625,1.0358511209487915,0.5267929434776306,0.2774,0.35,0.9842,0.3687,0.3732,0.6585
5,2.5333,1.0026755332946777,0.5410954356193542,0.3197,0.3422,1.0189,0.3584,0.3699,0.5871
6,2.5528,0.9883303642272949,0.5441436171531677,0.3624,0.3559,0.989,0.3763,0.3738,0.6909
7,2.5156,0.9630508422851562,0.5529497861862183,0.4044,0.3804,1.0426,0.4108,0.4062,0.6845
8,2.4869,0.9440537095069885,0.5591397881507874,0.4459,0.3669,1.0452,0.3766,0.3816,0.688
9,2.503,0.9277303218841553,0.5627736449241638,0.4877,0.3445,1.122,0.3831,0.3745,0.5592
10,2.4986,0.9125608205795288,0.5674034953117371,0.5295,0.362,1.0589,0.3744,0.3842,0.6125
11,2.4833,0.8937079906463623,0.5723046064376831,0.5709,0.3974,1.0256,0.408,0.4259,0.6433
12,2.4821,0.8770031929016113,0.5810219645500183,0.6124,0.416,1.1362,0.4506,0.4344,0.694
13,2.5031,0.8586713075637817,0.5922018885612488,0.6542,0.4006,0.9951,0.4314,0.4263,0.6978
14,2.5061,0.8503895998001099,0.5921995043754578,0.6961,0.413,0.9385,0.429,0.4454,0.6844
15,2.4886,0.8407389521598816,0.598003089427948,0.7376,0.4078,1.06,0.4174,0.4411,0.6839
16,2.5392,0.8337001204490662,0.6001464128494263,0.78,0.4202,1.0822,0.4399,0.4376,0.6603
17,2.5615,0.8226873278617859,0.606139600276947,0.8228,0.3936,1.1022,0.4457,0.4187,0.6176
