epoch,epoch_minutes,loss,sparse_categorical_accuracy,train_hours,val_dice,val_loss,val_precision,val_recall,val_sparse_categorical_accuracy
24,3.3449,0.7921943664550781,0.6128339767456055,1.4779,0.3858,1.0577,0.4004,0.4034,0.6684
25,3.3848,0.7734050154685974,0.6235213279724121,1.5345,0.3651,1.0059,0.3678,0.3863,0.5917
26,3.4189,0.7671778798103333,0.6232657432556152,1.5918,0.3694,0.9755,0.3709,0.4203,0.6567
27,3.5547,0.7606644630432129,0.6247563362121582,1.6515,0.3703,1.1307,0.3693,0.3854,0.6156
28,3.5754,0.7534564137458801,0.6289319396018982,1.7115,0.3735,0.965,0.3649,0.402,0.5924
29,3.4522,0.7431858777999878,0.6324028372764587,1.7693,0.3831,1.0738,0.3811,0.3875,0.6625
30,3.4122,0.732220470905304,0.637667715549469,1.8263,0.3929,1.0488,0.3953,0.409,0.6265
31,3.5128,0.7375847101211548,0.6381669640541077,1.8851,0.3739,1.0597,0.3688,0.4044,0.632
32,3.4774,0.7154364585876465,0.6454957127571106,1.9434,0.3991,1.0742,0.3954,0.4239,0.6603
33,3.4171,0.7118770480155945,0.646362841129303,2.0005,0.3822,1.0842,0.3845,0.401,0.6708
34,3.3693,0.7043040990829468,0.6505671143531799,2.0568,0.3689,1.027,0.3733,0.3824,0.6212
35,3.5206,0.7100256681442261,0.6470986008644104,2.1157,0.3908,1.0984,0.3907,0.4186,0.6352
36,3.4134,0.7000797390937805,0.6501538157463074,2.1728,0.4009,0.9402,0.3942,0.4124,0.6761
37,3.3854,0.6955136060714722,0.6529749631881714,2.2295,0.4122,1.1155,0.4054,0.4297,0.6433
38,3.4972,0.6842057704925537,0.6595369577407837,2.2879,0.4054,1.0535,0.4044,0.4205,0.69
39,3.3094,0.6860070824623108,0.6574372053146362,2.3433,0.4028,1.0644,0.3961,0.4168,0.6063
40,3.3711,0.6714692115783691,0.6642237305641174,2.3999,0.415,1.1096,0.41,0.4301,0.6359
41,3.3904,0.6672549247741699,0.6660583019256592,2.4567,0.3868,1.0959,0.3876,0.395,0.652
42,3.3939,0.6648721694946289,0.6662566065788269,2.5135,0.4315,1.0718,0.4245,0.4437,0.6785
43,3.3888,0.6573322415351868,0.6676755547523499,2.5702,0.3822,1.1212,0.3872,0.4015,0.6629
44,3.4595,0.6557250618934631,0.6677113771438599,2.6281,0.4082,1.1436,0.4207,0.4504,0.6824
45,3.4123,0.6545141935348511,0.6707976460456848,2.6851,0.3987,0.9578,0.3942,0.4261,0.6694
46,3.3518,0.6396973133087158,0.6758475303649902,2.7413,0.4193,1.0193,0.4141,0.4322,0.7011
47,3.4339,0.6421350240707397,0.6747869253158569,2.7989,0.4008,1.0303,0.4067,0.4131,0.6956
48,3.2532,0.633355438709259,0.6784918904304504,2.8533,0.3946,1.0772,0.3898,0.432,0.6
49,3.289,0.6271122097969055,0.683087944984436,2.9084,0.3989,1.0483,0.4026,0.4136,0.6607
50,3.488,0.6166463494300842,0.6855101585388184,2.9668,0.3816,1.0521,0.3791,0.4211,0.6419
51,3.3653,0.6082841157913208,0.6898696422576904,3.0233,0.4061,1.0973,0.4097,0.4251,0.6737
52,3.406,0.6037461161613464,0.6929320693016052,3.0802,0.425,1.1167,0.4187,0.4373,0.6513
53,3.4424,0.6016800403594971,0.6941336393356323,3.138,0.4058,0.9767,0.401,0.4456,0.6759
54,3.2949,0.6093135476112366,0.6896379590034485,3.1932,0.4208,1.0704,0.4118,0.4406,0.657
55,3.323,0.5903903841972351,0.6998165249824524,3.249,0.4137,0.9728,0.4051,0.4349,0.6833
56,3.5098,0.6008384227752686,0.6930944919586182,3.3078,0.3943,1.1069,0.4037,0.4005,0.6538
57,3.3023,0.598854660987854,0.6949458122253418,3.3631,0.442,1.1393,0.4367,0.4535,0.6764
58,3.2944,0.603202223777771,0.6921676993370056,3.4181,0.4289,1.0068,0.4257,0.4579,0.665
59,3.2854,0.5881743431091309,0.6983163952827454,3.4731,0.4059,0.9733,0.4063,0.4161,0.7044
60,3.3234,0.5969781875610352,0.6924280524253845,3.5287,0.4079,1.0583,0.4027,0.429,0.6556
61,3.2036,0.5975097417831421,0.693206787109375,3.5824,0.3942,1.0971,0.398,0.4076,0.6612
62,3.2598,0.5925655364990234,0.6970503330230713,3.6369,0.4155,1.0017,0.4104,0.4379,0.682
63,3.2077,0.579523503780365,0.701703667640686,3.6905,0.403,0.9096,0.3967,0.4683,0.5827
64,3.2187,0.5962177515029907,0.694465696811676,3.7444,0.4061,1.0407,0.4008,0.4184,0.6076
65,3.2557,0.5902819037437439,0.6972438097000122,3.7991,0.4378,1.004,0.4291,0.4647,0.669
66,3.2814,0.590703010559082,0.697380006313324,3.854,0.4138,1.0352,0.4077,0.4521,0.6899
67,3.229,0.588181734085083,0.6978242993354797,3.908,0.4313,1.132,0.4261,0.4419,0.6909
68,3.3097,0.5970880389213562,0.6953781843185425,3.9634,0.4297,0.9755,0.4216,0.467,0.6895
69,3.2018,0.5887784361839294,0.695992112159729,4.0169,0.3854,0.9261,0.3834,0.4033,0.6377
70,3.163,0.582171618938446,0.703151285648346,4.0698,0.4095,1.0378,0.4005,0.4448,0.6474
71,3.2131,0.579694926738739,0.7022459506988525,4.1236,0.4035,1.0863,0.403,0.4325,0.6892
72,3.1979,0.5754683017730713,0.7040948271751404,4.177,0.395,1.044,0.3905,0.4157,0.6227
73,3.364,0.5794887542724609,0.7012450098991394,4.2333,0.4049,1.0355,0.3969,0.4486,0.6395
74,3.301,0.5764009952545166,0.7018565535545349,4.2885,0.4032,1.0935,0.3967,0.4156,0.6392
75,3.3568,0.5837991833686829,0.7003516554832458,4.3446,0.4305,1.0929,0.4185,0.4568,0.64
76,3.2224,0.580374538898468,0.7009655237197876,4.3986,0.4165,1.1208,0.4107,0.4297,0.6847
77,3.2372,0.566474974155426,0.70862877368927,4.453,0.3949,0.9929,0.3895,0.4169,0.6144
78,3.2306,0.5705707669258118,0.704646646976471,4.5071,0.42,0.9498,0.4215,0.4204,0.6786
79,3.3326,0.5799170136451721,0.7001007795333862,4.5629,0.3963,1.0537,0.397,0.4105,0.6618
80,3.3948,0.573830246925354,0.7034808993339539,4.6198,0.4352,1.071,0.4294,0.4441,0.6906
