epoch,epoch_minutes,loss,sparse_categorical_accuracy,train_hours,val_dice,val_loss,val_precision,val_recall,val_sparse_categorical_accuracy
0,3.4288,1.2720924615859985,0.4089469313621521,0.0572,0.2919,1.1033,0.303,0.3058,0.5919
1,2.0271,1.167693018913269,0.47088319063186646,0.091,0.3046,1.1613,0.3275,0.3226,0.5632
2,1.9986,1.110164999961853,0.4988701045513153,0.1245,0.32,1.0432,0.3334,0.3353,0.6612
3,1.9841,1.0769888162612915,0.5134631395339966,0.1576,0.3255,1.0525,0.3435,0.3491,0.6485
4,1.9785,1.0421762466430664,0.52862948179245,0.1907,0.3234,1.1186,0.3598,0.3416,0.6425
5,1.9946,1.0182937383651733,0.5366773009300232,0.224,0.3361,0.9655,0.3504,0.3554,0.6519
6,1.9965,1.0023510456085205,0.5427448153495789,0.2573,0.3216,1.0061,0.348,0.3387,0.6374
7,1.9702,0.9756598472595215,0.5535683631896973,0.2902,0.3507,1.1539,0.3729,0.3729,0.6524
8,1.9748,0.9644560813903809,0.5531694293022156,0.3232,0.3505,1.1117,0.3831,0.3726,0.654
9,1.9595,0.9506662487983704,0.5565973520278931,0.356,0.3626,1.0608,0.3829,0.3933,0.6572
10,1.9939,0.928087055683136,0.5630518198013306,0.3893,0.3649,1.0705,0.3901,0.3799,0.698
11,1.9868,0.9211472272872925,0.5699888467788696,0.4224,0.3684,1.0769,0.3905,0.3733,0.696
12,1.9827,0.9049451351165771,0.5745083689689636,0.4556,0.3302,1.0333,0.3504,0.3382,0.6305
13,1.9566,0.8830167055130005,0.5818275809288025,0.4883,0.3676,1.0716,0.3776,0.3633,0.6984
14,2.4657,0.8699668645858765,0.5863591432571411,0.5295,0.3535,1.0696,0.37,0.3542,0.6183
15,4.2883,0.8514409065246582,0.59378582239151,0.6011,0.383,1.1153,0.4,0.3865,0.6312
16,4.2138,0.8554582595825195,0.59238600730896,0.6717,0.3945,1.0229,0.4069,0.3975,0.6544
17,4.2207,0.8431329131126404,0.5956610441207886,0.7425,0.3806,1.185,0.3899,0.3819,0.6271
18,4.0475,0.8369622230529785,0.597966194152832,0.8103,0.3985,1.0634,0.4115,0.4028,0.6933
19,4.0126,0.8220339417457581,0.6036921143531799,0.8774,0.4028,1.0484,0.4111,0.4121,0.6735
20,3.9829,0.8093457221984863,0.6069241166114807,0.9442,0.3708,1.1181,0.3855,0.3741,0.6555
21,3.8993,0.8000397682189941,0.6101537346839905,1.0096,0.4146,1.0299,0.4232,0.4188,0.6927
22,3.9582,0.7991377115249634,0.6097595691680908,1.076,0.3891,1.177,0.3953,0.3981,0.6189
23,3.6939,0.7897433042526245,0.6144774556159973,1.1379,0.3954,1.1489,0.4045,0.4091,0.6616
24,3.9791,0.7827842831611633,0.6187151074409485,1.2046,0.425,1.1308,0.4434,0.4256,0.6905
25,4.1345,0.7736066579818726,0.6200456619262695,1.2739,0.4044,1.0273,0.41,0.4205,0.6736
26,3.9218,0.7735741138458252,0.62082439661026,1.3395,0.3871,1.0763,0.4053,0.3937,0.63
27,4.0119,0.7528008818626404,0.6270997524261475,1.4065,0.3941,1.1643,0.3953,0.4061,0.5963
28,4.1069,0.7506720423698425,0.6291373372077942,1.4753,0.3805,1.0614,0.3982,0.3863,0.6427
29,4.0712,0.740354061126709,0.6337500810623169,1.5433,0.4068,1.0853,0.4244,0.4117,0.6834
30,4.0612,0.7364094257354736,0.6347175240516663,1.6115,0.4165,1.1069,0.4155,0.442,0.6626
