epoch,epoch_minutes,loss,sparse_categorical_accuracy,train_hours,val_dice,val_loss,val_precision,val_recall,val_sparse_categorical_accuracy
0,9.1229,1.2537091970443726,0.4196428656578064,0.1521,0.3269,1.046,0.3435,0.348,0.5841
1,6.3618,1.1505589485168457,0.4802515506744385,0.2584,0.3378,1.0067,0.3467,0.3619,0.6005
2,5.9127,1.0918620824813843,0.5055395364761353,0.3572,0.3346,1.0666,0.3389,0.3583,0.5656
3,6.3873,1.0598022937774658,0.516107439994812,0.464,0.3539,1.0088,0.3631,0.372,0.687
4,6.1225,1.024507999420166,0.532217264175415,0.5664,0.3693,1.0518,0.3778,0.3785,0.6608
5,6.2382,1.0078999996185303,0.5356999039649963,0.6709,0.3708,0.9663,0.3847,0.3874,0.6776
6,5.8971,0.9841420650482178,0.5436059832572937,0.7695,0.3508,1.0554,0.3702,0.3689,0.606
7,6.2021,0.9603098630905151,0.5522153377532959,0.8731,0.3756,0.9607,0.3819,0.3965,0.6767
8,6.4227,0.9434906244277954,0.5545986890792847,0.9806,0.3815,1.0221,0.3911,0.4023,0.6527
9,6.051,0.9290305972099304,0.5581461191177368,1.0817,0.3962,0.9985,0.398,0.4172,0.6105
10,5.8238,0.9170331954956055,0.5652937889099121,1.1791,0.3945,0.9856,0.3904,0.4164,0.6819
11,6.1747,0.8901009559631348,0.5733606815338135,1.2821,0.3878,1.0452,0.3875,0.4007,0.6382
12,6.1766,0.894238293170929,0.5730342864990234,1.3854,0.3789,1.0406,0.3957,0.406,0.6844
13,6.2328,0.8757113218307495,0.5778177976608276,1.4896,0.4001,0.9927,0.3965,0.4222,0.6337
14,6.2184,0.8815086483955383,0.577049732208252,1.5939,0.4072,0.9855,0.4023,0.426,0.691
15,5.9723,0.8563200235366821,0.5896769165992737,1.6936,0.4331,0.9988,0.4427,0.44,0.7089
16,6.0226,0.8414487838745117,0.5921010971069336,1.7941,0.4094,0.9771,0.4036,0.4271,0.64
17,6.2896,0.8262767791748047,0.5956989526748657,1.8991,0.4033,1.0397,0.3988,0.4188,0.6333
18,6.0921,0.8270911574363708,0.5971294045448303,2.001,0.4448,0.9839,0.4393,0.4622,0.712
19,6.3272,0.819681704044342,0.5965365767478943,2.1069,0.4208,1.0483,0.4179,0.4404,0.689
20,6.1936,0.8041633367538452,0.6066100001335144,2.2104,0.4602,0.9998,0.4475,0.4838,0.6715
21,5.7611,0.7863404750823975,0.6163642406463623,2.3069,0.4565,1.1393,0.4496,0.4692,0.6707
22,6.3367,0.7886738181114197,0.6125479936599731,2.4129,0.4578,1.097,0.4478,0.4778,0.6886
23,6.1782,0.7816576361656189,0.6150393486022949,2.5161,0.4386,1.0691,0.4306,0.4735,0.6562
24,6.1058,0.7653191089630127,0.6235911250114441,2.6182,0.4555,0.9925,0.4514,0.4622,0.7157
25,6.0451,0.7557325959205627,0.6273137331008911,2.7194,0.4506,1.0471,0.4367,0.4765,0.6502
26,6.0571,0.7569833397865295,0.625165581703186,2.8206,0.4513,1.0683,0.4393,0.4889,0.6696
27,5.9837,0.7467643618583679,0.6322268843650818,2.9208,0.4648,1.0752,0.4593,0.4812,0.6789
28,5.8851,0.7372978329658508,0.6355750560760498,3.0191,0.4772,1.0197,0.4616,0.5097,0.7289
29,6.0022,0.7233695387840271,0.6405265927314758,3.1194,0.4745,1.061,0.4678,0.4882,0.7108
30,6.2671,0.7235835194587708,0.6380784511566162,3.2241,0.4601,1.0429,0.4565,0.4861,0.7037
31,6.1754,0.7176505923271179,0.6422954797744751,3.3274,0.4884,0.9854,0.4767,0.5048,0.7215
32,6.2325,0.713354229927063,0.6463085412979126,3.4315,0.4634,1.0085,0.4453,0.4975,0.721
33,6.1944,0.7004802823066711,0.6471918225288391,3.5351,0.4496,1.0022,0.4386,0.4668,0.687
34,5.984,0.6957661509513855,0.6510776877403259,3.6352,0.4405,0.9964,0.4306,0.4682,0.7262
35,5.9806,0.6835684776306152,0.6566076278686523,3.7352,0.4837,1.0116,0.475,0.4967,0.7613
